246500/900000 [=======>......................] - ETA: 28s - loss: 0.1601 - acc: 0.9350
247800/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9350
249100/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9350
250400/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9350
251700/900000 [=======>......................] - ETA: 28s - loss: 0.1602 - acc: 0.9350
253100/900000 [=======>......................] - ETA: 27s - loss: 0.1602 - acc: 0.9350
254400/900000 [=======>......................] - ETA: 27s - loss: 0.1600 - acc: 0.9351
255700/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9351
257000/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9351
258300/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9351
259600/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9351
260900/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
262100/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
263400/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
264700/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
266000/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
267300/900000 [=======>......................] - ETA: 27s - loss: 0.1601 - acc: 0.9352
268600/900000 [=======>......................] - ETA: 27s - loss: 0.1602 - acc: 0.9351
269900/900000 [=======>......................] - ETA: 27s - loss: 0.1603 - acc: 0.9351
271200/900000 [========>.....................] - ETA: 27s - loss: 0.1603 - acc: 0.9351
272500/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
273800/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
275100/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
276500/900000 [========>.....................] - ETA: 26s - loss: 0.1605 - acc: 0.9350
277800/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
279100/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
280500/900000 [========>.....................] - ETA: 26s - loss: 0.1605 - acc: 0.9349
281800/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
283100/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
284400/900000 [========>.....................] - ETA: 26s - loss: 0.1604 - acc: 0.9350
285700/900000 [========>.....................] - ETA: 26s - loss: 0.1605 - acc: 0.9350
287100/900000 [========>.....................] - ETA: 26s - loss: 0.1606 - acc: 0.9349
288500/900000 [========>.....................] - ETA: 26s - loss: 0.1606 - acc: 0.9350
289900/900000 [========>.....................] - ETA: 26s - loss: 0.1606 - acc: 0.9350
291300/900000 [========>.....................] - ETA: 25s - loss: 0.1605 - acc: 0.9350
292500/900000 [========>.....................] - ETA: 25s - loss: 0.1605 - acc: 0.9350
293900/900000 [========>.....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
295200/900000 [========>.....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
